sample_id,tibetan_audio,chinese_text,tibetan_text
L_F_0_13_121,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_121.wav,经报请迪庆州军分区批准，,བདེ་ཆེན་ཁུལ་ཡན་ལག་དམག་ཁུལ་ལ་ཡར་ཞུ་ཞུས་ཏེ་ཆོག་མཆན་བཀོད་པ་བརྒྱུད།
f21-La41_191,./TCST/wav/U-Tsang/f21-La41/f21-La41_191.wav,从根本上解放被束缚的生产力，,རྩ་བའི་ཐོག་ནས་འཆིང་རྒྱའི་ནང་ཚུད་པའི་ཐོན་སྐྱེད་ནུས་ཤུགས་བཅིངས་འགྲོལ་གཏོང་རྒྱུ།
L_M_0_18_265,./TCST/wav/U-Tsang/L_M_0_18/L_M_0_18_265.wav,为安置受灾群众转移安置和临时生活救助。,གནོད་ཐེབས་མང་ཚོགས་གནས་སྤོར་བར་བཀོད་སྒྲིག་དང་སྐབས་འཕྲལ་གྱི་འཚོ་བར་རོགས་སྐྱོར་བྱེད་པར་བྱིན།།
L_F_0_05_296,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_296.wav,民政部公布了第四批全国民主法治示范村称号。,དམངས་སྲིད་པའུ་ཡིས་སྐོར་བཞི་བའི་རྒྱལ་ཡོངས་དམངས་གཙོ་ཁྲིམས་སྐྱོང་དཔེ་སྟོན་སྡེ་བའིམཚན་སྙན་ཁྱབ་བསྒྲགས་བྱས།
f58-La68_51,./TCST/wav/U-Tsang/f58-La68/f58-La68_51.wav,就是高举毛泽东思想伟大旗帜。,མའོ་ཙེ་ཏུང་གི་དགོངས་པའི་རླབས་ཆེན་དར་ཆ་མཐོན་པོར་སྒྲེང་བ་དེ་རེད།
maqufc-006,./TCST/wav/Amdo/maqufc/maqufc_006.wav,二零零三年医疗保险最新政策（八）（职员长期照顾保险）,2023ལོའི་སྨན་བཅོས་འགན་བཅོལ་གྱི་སྲིད་ཇུས་གསར་ཤོས།（བརྒྱད།）（ལས་བྱེད་པའི་ཡུན་རིང་ལྟ་སྐྱོང་འགན་བཅོལ། ）
L_F_0_05_265,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_265.wav,才能使他们尽快摆脱贫困，,ད་གཟོད་ཁོ་ཚོ་གང་མགྱོགས་སྒོས་དབུལ་ཕོངས་ལས་ཐར་དུ་འཇུག་པ་དང་།
L_F_0_02_223,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_223.wav,中国西藏网中文子网全部改版,ཀྲུང་གོའི་བོད་ལྗོངས་དྲ་བའི་རྒྱ་ཡིག་གི་ཡན་ལག་དྲ་བ་ཚང་མར་བཟོ་བཅོས་བྱས་པ།
f6-La11_306,./TCST/wav/U-Tsang/f6-La11/f6-La11_306.wav,妈妈，明白了。,ཨ་མ་ལགས།ཧ་གོ་སོང་།
L_M_0_18_327,./TCST/wav/U-Tsang/L_M_0_18/L_M_0_18_327.wav,香港特别行政区政府发言人说。,ཞང་ཀང་དམིགས་བསལ་སྲིད་འཛིན་ས་ཁུལ་སྲིད་གཞུང་གི་མགྲིན་ཚབ་པས་བཤད་རྒྱུར།
f21-La41_205,./TCST/wav/U-Tsang/f21-La41/f21-La41_205.wav,提高我们的技术水平和管理水平。,ང་ཚོའི་ལག་རྩལ་ཆུ་ཚད་དང་དོ་དམ་ཆུ་ཚད་མཐོ་རུ་གཏོང་དགོས།
L_M_0_06_327,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_327.wav,西弗吉尼亚州煤矿工人的健康和安全。,ཧྥོ་ཅི་ནེ་ཡཱ་ནུབ་མ་ཀྲིག་གི་སོལ་གཏེར་བཟོ་བའི་བདེ་ཐང་དང་བདེ་འཇགས།
f21-La41_210,./TCST/wav/U-Tsang/f21-La41/f21-La41_210.wav,技术秘密的使用超出约定的范围。,ལག་རྩལ་གྱི་གསང་དོན་བེད་སྤྱོད་བྱས་ཚུལ་ཁ་ཆད་བཞག་པའི་ཁྱབ་ཁོངས་ལས་བརྒལ་བ།
f21-La41_131,./TCST/wav/U-Tsang/f21-La41/f21-La41_131.wav,曾经共同生活在欧洲和北美洲低地的。,སྔར་ཡོ་རོབ་དང་གླིང་ཆེན་ཨ་མེ་རི་ཁ་བྱང་མའི་ས་དམའ་ས་རུ་ཐུན་མོང་དུ་འཚོ་བ་རོལ་བའི་
m25-La28_366,./TCST/wav/U-Tsang/m25-La28/m25-La28_366.wav,别再提我的要求了。,ད་ངའ་རེ་བ་མ་བརྒྱབ།
m20-La40_354,./TCST/wav/U-Tsang/m20-La40/m20-La40_354.wav,你家有几口人,རང་ནང་ལ་མི་ག་ཚོད་ཡོད།
m25-La28_284,./TCST/wav/U-Tsang/m25-La28/m25-La28_284.wav,但是不从现在开始，不从部分开始，,ཡིན་ནའང་ད་ལྟ་ནས་བྱེད་འགོ་མ་བཙུགས་པ་དང་ཆ་ཤས་ནས་བྱེད་འགོ་མ་བཙུགས་ན།
L_F_0_13_029,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_029.wav,向各国工会朋友表示诚挚的欢迎，,རྒྱལ་ཁྱབ་སོ་སོའི་བཟོ་ཚོགས་གྲོགས་པོ་རྣམས་ལ་ལྷག་བསམ་རྣམ་དག་གིས་དགའ་བསུ་ཞུས།
m25-La28_134,./TCST/wav/U-Tsang/m25-La28/m25-La28_134.wav,羞愧地当即表示自己不该得到这样的奖励。,ངོ་གནོང་ནས་དེ་འཕྲལ་རང་ཉིད་ལ་འདི་འདྲའི་བྱ་དགའ་ཐོབ་མི་འོས་པའི་ཚུལ་བསྟན་པ་དང་།
L_F_0_13_270,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_270.wav,加强城市居民医疗保险数据信息采集、,གྲོང་ཁྱེར་སྡོད་དམངས་ཀྱི་སྨན་བཅོས་འགན་སྲུང་གི་གཞི་གྲངས་ཆ་འཕྲིན་འཚོལ་བསྡུ་དང་།
L_M_0_13_002,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_002.wav,甘南州还与新牧村易地搬迁的村民,ཀན་ལྷོ་ཁུལ་གྱི་ད་དུང་འབྲོག་སྡེ་གསར་བ་དང་ཡུལ་གཞན་ནས་སྤར་བའི་ཡུལ་མི་དང་།
L_F_0_05_326,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_326.wav,红衫军对付举行反政府集会。,ལྭ་དམར་དམག་གིས་སྲིད་གཞུང་ལ་ངོ་རྒོལ་བྱེད་པའི་འདུ་ཚོགས་བསྡུ་བར་ཁ་གཏད་འཇལ།
bodad-037,./TCST/wav/Amdo/bodad/bodad_037.wav,你去挖过虫草吗,ཁྱེས་དབྱར་རྩ་བརྐོ་ཨེ་མྱོང།་
L_F_0_13_345,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_345.wav,习近平会见日本客人,ཞི་ཅིན་ཕེན་གྱིས་འཇར་པན་གྱི་མགྲོན་པོར་མཇལ་འཕྲད་གནང་བ།
L_F_0_10_079,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_079.wav,玉树区卫生局有关负责人介绍，,ཡུལ་ཤུལ་ཁུལ་འཕྲོད་བསྟེན་ཅུས་ཀྱི་འབྲེལ་ཡོད་འགན་ཁུར་པས་མཚམས་སྦྱོར་བྱས་པ་ལྟར་ན།
L_F_0_05_062,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_062.wav,发现他们没有地方住，,ཁོ་ཚོར་གནས་ཚང་མེད་པ་ཤེས་རྗེས།
L_F_0_13_235,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_235.wav,无微不至地关心新芽的培育。,མྱུ་གུ་གསར་པ་སྐྱེད་བསྲིང་བྱ་རྒྱུར་ཐུགས་ཁུར་ཟབ་བཞེས་གནང་བ།
maqufc-076,./TCST/wav/Amdo/maqufc/maqufc_076.wav,黄河流域生态保护和高度发展，是党中央从中华民族和中华文明长远发展的高度作出的重大决策。,རྨ་ཆུ་འབབ་རྒྱུན་གྱི་སྐྱེ་ཁམས་སྲུང་སྐྱོང་དང་ཚད་མཐོའི་འཕེལ་རྒྱས་ནི་ཏང་ཀྲུང་དབྱང་གི་ཀྲུང་ཧྭ་མི་རིགས་དང་ཀྲུང་ཧྭ་ཤེས་དཔལ་ཡུན་རིང་འཕེལ་རྒྱས་ཀྱི་ཚད་མཐོ་ས་ནས་བཏོན་པའི་གལ་ཆེའི་ཐབས་ཇུས་ཤིག་ཡིན་པས། 
L_M_0_13_179,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_179.wav,在乌鲁木齐事件等一系列报道中。,ཝུ་ལུ་མུ་ཆིའི་དོན་རྐྱེན་སོགས་ཀྱི་གནས་ཚུལ་རབ་དང་རིམ་པ་སྤེལ་བའི་ཁྲོད།
L_M_0_20_140,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_140.wav,他们表现出一心要预防毒品的勇气。,ཁོ་ཚོའི་བློ་གཅིག་སེམས་གཅིག་གིས་དུག་རྫས་སྔོན་འགོག་བྱེད་པའི་བློ་སྤོབས་མཚོན།
f6-La11_315,./TCST/wav/U-Tsang/f6-La11/f6-La11_315.wav,哦，你饿了吗？,ཨོ།རང་ལྟོག་གི་གི་འདུག་གས།
maqufa-064,./TCST/wav/Amdo/maqufa/maqufa_064.wav,要着力提升生态系统多样性、稳定性、持续性，加大生态系统保护力度，切实加强生态保护修复监管，拓宽绿水青山转化金山银山的路径，为子孙后代留下山清水秀的生态空间。,སྐྱེ་ཁམས་མ་ལག་སྣ་མང་རང་བཞིན་དང་བརྟན་ལྷིང་རང་བཞིན། རྒྱུན་མཐུད་རང་བཞིན་མཐོར་འདེགས་བཏང་སྟེ།  སྐྱེ་ཁམས་སླར་གསོ་དང་ལྟ་སྐུལ་དོ་དམ་བྱེད་ཤུགས་ཆེ་རུ་གཏོང་དགོས་ལ། རི་སྔོ་ཆུ་དྭངས་གསེར་རི་དངུལ་རིར་བསྒྱུར་བའི་ཐབས་ལམ་ཁོད་ཡངས་སུ་བཏང་ནས་བུ་རབས་ཚ་རྒྱུད་ལ་རི་སྔོ་ཆུ་དྭངས་ཀྱི་སྐྱེ་ཁམས་ཁོར་ཡུག་ཅིག་འཇོག་དགོས།
maqufa-035,./TCST/wav/Amdo/maqufa/maqufa_035.wav,增强国家意识、公民意识、法治意识,རྒྱལ་ཁབ་ཀྱི་འདུ་ཤེས་དང་སྤྱི་དམངས་ཀྱི་འདུ་ཤེས།ཁྲིམས་སྐྱོང་འདུ་ཤེས་ཇེ་དྲག་ཏུ་གཏོང་དགོས་ལ།
L_M_0_10_303,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_303.wav,以教育信息化促进教育现代化。,སློབ་གསོ་ཆ་འཕྲིན་ཅན་ལ་བརྟེན་ནས་སློབ་གསོ་དེང་རབས་ཅན་ལ་ཡར་སྐུལ་བྱེད་རྒྱུ་རེད།
f58-La68_149,./TCST/wav/U-Tsang/f58-La68/f58-La68_149.wav,要按照建设生态文明的要求，,སྐྱེ་ཁམས་དཔལ་ཡོན་ལྡན་པ་འཛུགས་སྐྱོང་བྱེད་པའི་བླང་བྱ་ལྟར།
L_M_0_06_091,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_091.wav,两国经贸合作迅速发展。,རྒྱལ་ཁབ་གཉིས་ཀྱི་དཔལ་འབྱོར་ཉོ་འཚོང་མཉམ་ལས་མྱུར་དུ་འཕེལ་རྒྱས་བྱུང་ཞིང་།
L_F_0_02_378,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_378.wav,玛曲全力以赴办民生,རྨ་ཆུ་རྫོང་གིས་ནུས་ཤུགས་ཡོད་ཚད་བཏོན་ནས་དམངས་འཚོའི་བྱ་བ་སྒྲུབས་པ།
f6-La11_391,./TCST/wav/U-Tsang/f6-La11/f6-La11_391.wav,那就不是好看的电影了。,དེ་ན་བལྟད་མོ་ཡག་པ་ཟེ་བལྟ་རྒྱུ་མིན་འདུག
f21-La41_221,./TCST/wav/U-Tsang/f21-La41/f21-La41_221.wav,随着世界军事的发展，,འཛམ་གླིང་གི་དམག་དོན་གོང་དུ་འཕེལ་བ་དང་ཆབས་ཅིག།
L_M_0_10_018,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_018.wav,希望多哥总统竞选能成为好榜样。,ཏོ་ཀིའི་ཙུང་ཐུང་འདེམ་བསྐོ་དེ་དཔེ་སྟོན་བཟང་བོར་འགྱུར་བར་རེ་བ་བྱེད་བཞིན་ཡོད
maqufc-033,./TCST/wav/Amdo/maqufc/maqufc_033.wav,不仅决定了中华民族崇古不扬旧的进取思想，,གནའ་བཀུར་ལས་རྙིང་སྤེལ་མི་བྱེད་པའི་ཀྲུང་ཧྭ་མི་རིགས་ཀྱི་ཡར་རྒྱས་བརྩོན་ལེན་བསམ་བློ་ཐག་བཅད་པ་མ་ཟད། 
cuoxiang-034,./TCST/wav/U-Tsang/cuoxiang/cuoxiang_034.wav,青蛙继续说：,སྦལ་བས་མུ་མཐུད་དུ་བཤད་རྒྱུར།
L_F_0_02_205,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_205.wav,记者从西藏自治区旅游局了解到，,གསར་འགོད་པས་བོད་རང་སྐྱོང་ལྗོངས་གནས་སྐོར་ཅུས་ནས་ཤེས་རྟོགས་བྱུང་བ་ལྟར་ན།
L_F_0_02_227,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_227.wav,（小标题）“雪顿节申报文化遗产”,མཚན་སྙན་ཆེ་རུ་གཏོང་ཆེད་ཞོ་སྟོན་དེ་རིག་གནས་ཤུལ་བཞག་ནང་འདུན་ཞུ་བྱེད་པ
f6-La11_228,./TCST/wav/U-Tsang/f6-La11/f6-La11_228.wav,还有相当一部分困难企业的职工和下岗职工。,ད་དུང་དཀའ་ངལ་ཆེ་བའི་ཁེ་ལས་ཀྱི་ལས་བཟོ་པ་དང་ལས་གནས་ལས་བྲལ་བའི་ལས་བཟོ་པ་མང་པོ་ཡོད།
f6-La11_209,./TCST/wav/U-Tsang/f6-La11/f6-La11_209.wav,《中华人民共和国民族区域自治法》第十条规定，,《ཀྲུང་ཧྭ་མི་དམངས་སྤྱི་མཐུན་རྒྱལ་ཁབ་ཀྱི་མི་རིགས་རང་སྐྱོང་བཅའ་ཁྲིམས་》ཀྱི་དོན་ཚན་བཅུ་པའི་ནང་དུ།
f6-La11_231,./TCST/wav/U-Tsang/f6-La11/f6-La11_231.wav,用选择来对这些羊进行品种改良的话。,བསལ་འདེམས་སྤྱད་དེ་ལུག་དེ་དག་ལ་རིགས་རྒྱུད་ལེགས་བཅོས་བྱེད་པའི་དབང་དུ་བཏང་ན།
L_M_0_10_235,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_235.wav,抓好经济社会发展工作。,དཔལ་འབྱོར་དང་སྤྱི་ཚོགས་འཕེལ་རྒྱས་ཀྱི་བྱ་བ་དམ་འཛིན་བཟང་པོ་བྱེད་དགོས།
L_F_0_05_212,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_212.wav,黎巴嫩总理哈里里当天上午抵达大马士革后，,ལེ་པཱ་ནུན་གྱི་ཙུང་ལི་ཧཱ་ལི་ལི་ཉིན་དེའི་སྔ་དྲོར་ཏཱ་མཱ་ཧྲི་ཀི་ལ་འབྱོར་རྗེས།
m25-La28_186,./TCST/wav/U-Tsang/m25-La28/m25-La28_186.wav,在民族自治地方的企业、事业单位，,མི་རིགས་རང་སྐྱོང་ས་གནས་སུ་ཡོད་པའི་ཁེ་ལས་དང་བྱ་ལས་སྡེ་ཚན་གྱིས་
L_F_0_05_388,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_388.wav,拉各斯气候变化第二届高峰会议闭幕,ལཱ་ཀི་སི་ནམ་ཟླའི་འགྱུར་ལྡོག་གི་མཐོ་རིམ་གྲོས་ཚོགས་སྐབས་གཉིས་པ་གྲོལ་བ།
m25-La28_162,./TCST/wav/U-Tsang/m25-La28/m25-La28_162.wav,坚持节约资源和保护环境的基本国策,ཐོན་ཁུངས་གྲོན་ཆུང་དང་ཁོར་ཡུག་སྲུང་སྐྱོང་རྒྱུན་འཁྱོངས་བྱེད་པའི་གཞི་རྩའི་རྒྱལ་ཇུས།
maqufb-034,./TCST/wav/Amdo/maqufb/maqufb_034.wav,二零零三年医疗保险新政策（二）（门诊急诊政策）,༢༠༢༣ལོའི་སྨན་བཅོས་འགན་བཅོལ་གྱི་སྲིད་ཇུས་གསར་བ། (གཉིས)（སྒོ་བསྟེན་སྨན་བཅོས་མྱུར་བཅོས་སྲིད་ཇུས། ）
f58-La68_17,./TCST/wav/U-Tsang/f58-La68/f58-La68_17.wav,雪山高耸，不畏严寒。,གངས་རི་མཐོ་བ་དང་།གྲང་ངར་ཆེན་པོར་མི་འཛེམ་པ།
bodwz-084,./TCST/wav/U-Tsang/bodwz/bodwz_084.wav,有空来我们寝室,དུས་ཚོད་བྱུང་ན་ང་ཚོའི་ཉལ་ཁང་ནང་ཤོག
L_F_0_13_169,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_169.wav,化隆县沼气工程让农民得实惠,ཧྭ་ལུང་རྫོང་གི་རྫབ་རླངས་ལས་གཞི་ལས་ཞིང་བར་དངོས་ཕན་ཐོབ་པ།
L_F_0_05_010,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_010.wav,他说与会者对进行有意义的谈判充满希望。,ཁོས་ཚོགས་ཞུགས་མཁན་རྣམས་ཀྱིས་དོན་སྙིང་ལྡན་པའི་གྲོས་མོལ་བྱེད་པར་རེ་བས་ཁེངས་ཡོད་ཟེར།
f71-La16_206,./TCST/wav/U-Tsang/f71-La16/f71-La16_206.wav,我还从没见过陆栖动物自办受精呢。,བདག་གིས་ད་དུང་སྐམ་སར་འཚོ་བའི་སྲོག་ཆགས་ཀྱིས་ཁུ་བ་ལེན་པ་རང་གཉེར་བྱེད་པ་མཐོང་མ་མྱོང་།
f6-La11_55,./TCST/wav/U-Tsang/f6-La11/f6-La11_55.wav,就是形成我们统一的多民族国家。,ང་ཚོའི་གཅིག་གྱུར་གྱི་མི་རིགས་མང་བའི་རྒྱལ་ཁབ་ཞིག་ཆགས་པ་དེ་རེད།
L_M_0_10_117,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_117.wav,坎布扎的士兵在博维夏寺附近站岗。,ཁན་པོ་རྫའི་དམག་མིས་པོ་ཝེ་ཞཱ་དགོན་པའི་ཉེ་འདབས་སུ་སོ་ལྟ་བྱེད་བཞིན་པ།
m25-La28_213,./TCST/wav/U-Tsang/m25-La28/m25-La28_213.wav,也要适应世界军事发展的要求。,འཛམ་གླིང་གི་དམག་དོན་གོང་འཕེལ་གྱི་བླང་བྱ་དང་ཡང་མཐུན་དགོས།
cuoxiang-180,./TCST/wav/U-Tsang/cuoxiang/cuoxiang_180.wav,我家有一点远，在拉萨西边的堆龙德庆县，坐车很快就到了。,ངའི་ནང་ཐག་ཏོག་ཙམ་རིང་གི་རེད།   ལྷ་སའི་ནུབ་ཕྱོགས་ཀྱི་སྟོད་ལུང་བདེ་ཆེན་རྫོང་ལ་ཡོད་རེད།   མོ་ཊར་བཞུགས་ན་མགྱོགས་པོ་སླེབས་ཀྱི་རེད།
f21-La41_373,./TCST/wav/U-Tsang/f21-La41/f21-La41_373.wav,我在路中间走的时候差点被车撞了。,ངའི་ལམ་ཁའི་དཀྱིལ་དུ་འགྲོ་བའི་སྐབས་ཏོག་ཙམ་མ་གཏོགས་རླངས་འཁོར་གི་བརྡུངས་བྱུང་།
L_M_0_06_364,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_364.wav,他深入贯彻落实科学发展观。,ཁོང་གིས་ཚན་རིག་གི་འཕེལ་རྒྱས་ལྟ་བ་ལག་ལེན་དང་དངོས་འབེབས་བཟང་བོ་བྱས་ཏེ།
L_M_0_13_056,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_056.wav,星火村受灾群众领取救灾物资。,སྐར་མདའ་སྡེ་བའི་གནོད་ཐེབས་མང་ཚོགས་ཀྱིས་རྒུད་སྐྱོབ་དངོས་རྫས་བླངས་པ།
bodad-136,./TCST/wav/Amdo/bodad/bodad_136.wav,你暑假留校吗,དབྱར་གནངས་ལ་ཁྱོད་སློབ་གྲྭ་ནས་འདུག་རྒྱུ་ཟེར་གོ་ནེ།
f21-La41_383,./TCST/wav/U-Tsang/f21-La41/f21-La41_383.wav,我们的卧室有一张漂亮的床和一个漂亮的女用涂料。,ང་ཚོའི་ཉལ་ཁང་ལ་ཉལ་ཁྲི་ཡག་པོ་ཞིག་དང་བུ་མོའི་བྱུགས་རྫས་མང་པོ་ཞིག་ཞག་ཡོད།
f6-La11_40,./TCST/wav/U-Tsang/f6-La11/f6-La11_40.wav,党内确实存在权力过分集中的官僚主义。,ཏང་ནང་དུ་དབང་ཆ་གཅིག་ཏུ་བསྡུས་དྲགས་པའི་དཔོན་ཉམས་རིང་ལུགས་དེ་དངོས་འབྲེལ་བྱུང་ཡོད།
m25-La28_187,./TCST/wav/U-Tsang/m25-La28/m25-La28_187.wav,我对有利的个体差异和变异的保存。,བདག་གིས་ཕན་ཡོད་པའི་དངོས་པོའི་བྱེ་བྲག་གི་ཁྱད་པར་དང་གཞན་འགྱུར་གྱི་ཉར་འཛིན།
f71-La16_344,./TCST/wav/U-Tsang/f71-La16/f71-La16_344.wav,到了。,སླེབས་འདུག
f6-La11_159,./TCST/wav/U-Tsang/f6-La11/f6-La11_159.wav,当一个物种的花粉被放在另一个远缘物种的胚珠上时，,སྐྱེ་དངོས་རིགས་གཅིག་གི་མེ་ཏོག་རྡུལ་དེ་རྒྱུད་ཐག་རིང་བའི་སྐྱེ་དངོས་རིགས་གཞན་ཞིག་གི་སྦྲུམ་རྡོག་སྟེང་བཞག་ཚེ།
bodad-119,./TCST/wav/Amdo/bodad/bodad_119.wav,把门关一下,སྒོ་དེ་རྒྱོབ་ཐོང་ཡ།
f71-La16_212,./TCST/wav/U-Tsang/f71-La16/f71-La16_212.wav,全党要学习邓小平理论和“三个代表”重要思想，,ཏང་ཡོངས་ཀྱིས་ཏེང་ཞའོ་ཕིན་གྱི་རིགས་པའི་གཞུང་ལུགས་དང་།“མཚོན་བྱེད་གསུམ་”གྱི་དགོངས་པ་གལ་ཆེན།
m25-La28_73,./TCST/wav/U-Tsang/m25-La28/m25-La28_73.wav,中国遏制与治疗艾滋病行动计划。,ཀྲུང་གོའི་ཨེ་ཙི་འགོས་ནད་གཏན་འགོག་དང་སྨན་བཅོས་བྱེད་པའི་བྱ་འགུལ་གྱི་འཆར་གཞི།
m20-La40_165,./TCST/wav/U-Tsang/m20-La40/m20-La40_165.wav,各级领导干部要进一步加强学习。,རིམ་པ་ཁག་གི་འགོ་ཁྲིད་ལས་བྱེད་པས་སློབ་སྦྱོང་བྱེད་ཤུགས་སྔར་ལས་ཆེ་རུ་གཏོང་དགོས།
L_F_0_05_037,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_037.wav,从华盛顿乘专机前往巴西利亚。,ཝ་ཧྲིན་ཐོན་ནས་ཆེད་བཏང་གནམ་གྲུར་བཞུགས་ཏེ་པ་ཞི་ལི་ཡར་ཕེབས་པ་རེད།
L_M_0_10_287,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_287.wav,对黄中县职业技术学校全体教师进行心理援助培训。,ཧོང་ཀྲུང་རྫོང་ལས་རིགས་ལག་རྩལ་སློབ་གྲྭའི་དགེ་རྒན་ཡོངས་ལ་སེམས་ཁམས་རོགས་སྐྱོར་གསོ་སྦྱོང་བྱས།
f71-La16_75,./TCST/wav/U-Tsang/f71-La16/f71-La16_75.wav,扩大两国关系发展的社会基础。,རྒྱལ་ཁབ་གཉིས་པོའི་འབྲེལ་བ་གོང་དུ་འཕེལ་བའི་སྤྱི་ཚོགས་ཀྱི་རྨང་གཞི་རྒྱ་སྐྱེད་དུ་གཏོང་དགོས།
f6-La11_116,./TCST/wav/U-Tsang/f6-La11/f6-La11_116.wav,保持党同农民群众的血肉联系，,ཏང་དང་ཞིང་པ་མང་ཚོགས་བར་གི་ཤ་ཁྲག་ལྟ་བུའི་འབྲེལ་བ་སྲུང་འཛིན་བྱེད་པ།
L_M_0_13_047,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_047.wav,黑水县号召全县人民一方有困难，,ཁྲོ་ཆུ་རྫོང་གིས་རྫོང་ཡོངས་ཀྱི་མི་དམངས་ལ་ཕྱོགས་གཅིག་ལ་དཀའ་ངལ་ཡོད་ན།
L_F_0_10_087,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_087.wav,根据海北区中小学布局调整规划，,མཚོ་བྱང་ཁུལ་གྱི་སློབ་གྲྭ་ཆུང་འབྲིང་གི་ཆགས་ཚུལ་ལེགས་སྒྲིག་འཆར་འགོད་ལ་གཞིགས་ཏེ།
L_M_0_06_256,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_256.wav,半年来虫草价格上涨了四倍左右。,ལོ་ཕྱེད་རིང་དབྱར་རྩྭ་དགུན་འབུའི་རིན་གོང་ལྡབ་བཞི་ཡས་མས་འཕར་བ།
L_F_0_02_326,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_326.wav,乡城县各寺庙负责人和僧尼，,ཆ་ཕྲེང་རྫོང་གི་དགོན་སྡེ་སོ་སོའི་འགན་ཁུར་མི་སྣ་དང་གྲྭ་བཙུན།
L_F_0_10_092,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_092.wav,教室里充满了对未来的憧憬和希望。,སློབ་ཁང་ནང་དུ་མ་འོངས་པར་ཡིད་སྨོན་དང་རེ་བ་ཡིས་ཁེངས་འདུག
f6-La11_166,./TCST/wav/U-Tsang/f6-La11/f6-La11_166.wav,可以发现的地质记录从总体上看无疑是很不完整的。,ཤེས་ཐུབ་པའི་ས་གཤིས་ཟིན་ཐོ་ལ་སྤྱི་ཡོངས་ནས་བལྟས་ན་ཧ་ཅང་ཆ་མི་ཚང་བ་ཞིག་ཡིན་པ་དོགས་མེད་རེད།
f71-La16_111,./TCST/wav/U-Tsang/f71-La16/f71-La16_111.wav,而不是用什么办法来消灭或消灭宗教。,ཐབས་གང་ཞིག་ལ་བརྟེན་ནས་ཆོས་ལུགས་ནུས་མེད་དང་རྩ་མེད་དུ་གཏོང་རྒྱུ་དེ་མ་ཡིན་པར།
maqufa-023,./TCST/wav/Amdo/maqufa/maqufa_023.wav,完善生态保护补偿机制,སྐྱེ་ཁམས་སྲུང་སྐྱོང་ཁ་གསབ་ཀྱི་ལམ་སྲོལ་འཐུས་ཚང་དུ་བཏང་སྟེ། 
L_M_0_20_311,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_311.wav,自治区党委宣传部副部长，,རང་སྐྱོང་ལྗོངས་ཏང་ཨུའི་དྲིལ་སྒྲོག་པུའུ་ཡི་པུའུ་ཀྲང་གཞོན་པ་དང་།
cuoxiang-134,./TCST/wav/U-Tsang/cuoxiang/cuoxiang_134.wav,看！拉姆在那里打球！,ལྟོས་དང་།   ལྷ་མོ་ལགས་ཕ་གིར་པོ་ལོ་སྐྱོན་གྱིས།
L_M_0_18_038,./TCST/wav/U-Tsang/L_M_0_18/L_M_0_18_038.wav,阿丽亚娜火箭发射两颗卫星。,ཨ་ལེ་ཡཱ་ནཱ་མེ་ཤུགས་འཕུར་མདས་འཁོར་སྐར་གཉིས་བཏང་བ།
